GPH_name,COW_id,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Zhenjiang,7137,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,lea | part,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea,lea | part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part
Diaoyu (Senkaku) Is.,7220,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,occ | disc,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ | occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,poss | occ | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim,poss | claim | claim
Port Hamilton (Komundo),7301,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,occ | part,occ,occ | part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaesong,7302,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part | part,part,part,part,part,part,part,part,dep | part,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep
Sinuiju,7311,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part | part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,dep | part,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep
Kumgangsan,7312,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part | part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,dep | part,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep,dep
Korean Demilitarized Zone,7330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,part,part,part,part,part,part,part,part,neut | neut | part,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut,neut | neut
Southern Sakhalin I.,7351,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,claim | disc,claim,claim,claim,claim,claim,claim,claim,claim | claim,claim | claim,claim | claim,claim | claim,claim | claim,claim | claim,claim | claim,claim | claim,claim | claim,claim | claim,claim | claim,claim | claim,claim | claim,claim | claim,claim | claim,claim | claim,claim | claim,claim | claim,claim | claim,claim | claim,claim | claim,claim | claim,claim | claim | part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,col | part,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col | part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part
Vladivostok,7352,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part | part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,occ | part,occ,occ,occ,occ,occ | part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part
Tuvan People's Republic,7360,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part | N/A,N/A,prot | N/A,prot,prot,prot,prot,prot,prot,sov_un | prot,sov_un,sov_un,sov_un,sov_un,sov_un,sov_un,sov_un,sov_un,sov_un,sov_un,sov_un,sov_un,sov_un,sov_un,sov_un,sov_un,sov_un,sov_un,sov_un,sov_un,sov_un,sov_un,sov_un | part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part
Takeshima (Dokdo) I.,7399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,occ | claim | part,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim,occ | claim
Bonin Is.,7411,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,occ | disc,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ | occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ | part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,occ | part,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ | part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part
Volcano Is.,7412,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc | part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,occ | part,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ | part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part
Marcus I.,7413,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc | part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,occ | part,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ | part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part
Parece Vela I.,7414,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc,disc | part,part,part,part,part,part,part,part,part,part,part,part,part,part,occ | part,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ,occ | part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part
Tsushima Is.,7415,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,occ | part | part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,claim | part,claim | part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part
Andaman and Nicobar Is.,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,occ | part,occ,occ,occ | occ,occ,occ,occ,occ,occ | part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part
Andaman Is.,7501,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col,col | part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part,part
